序号,时间,开盘价,收盘价,当日最高,当日最低,当天成交量,当天成交额,振幅,涨跌幅,涨跌额,换手率
245,2012-01-04,2212.00,2169.39,2217.52,2168.64,49245537,40632918528.00,2.22,-1.37,-30.03,0.13
246,2012-01-05,2160.90,2148.45,2183.40,2145.56,58743447,46603965440.00,1.74,-0.97,-20.94,0.15
247,2012-01-06,2148.15,2163.40,2164.32,2132.63,50583053,39465868032.00,1.48,0.70,14.95,0.13
248,2012-01-09,2164.74,2225.89,2226.22,2148.45,76759839,62132963584.00,3.59,2.89,62.49,0.20
249,2012-01-10,2221.83,2285.74,2288.63,2218.27,109585416,91045904384.00,3.16,2.69,59.85,0.28
250,2012-01-11,2282.91,2276.05,2290.64,2265.19,84441779,74264707072.00,1.11,-0.42,-9.69,0.22
251,2012-01-12,2268.74,2275.01,2295.22,2265.25,71569994,63945881088.00,1.32,-0.05,-1.04,0.18
252,2012-01-13,2277.08,2244.58,2281.53,2225.74,71474322,64030025728.00,2.45,-1.34,-30.43,0.18
253,2012-01-16,2230.43,2206.19,2241.26,2206.04,45859523,42884791296.00,1.57,-1.71,-38.39,0.12
254,2012-01-17,2206.53,2298.38,2298.38,2196.12,87803561,77406846976.00,4.64,4.18,92.19,0.23
255,2012-01-18,2298.83,2266.38,2311.58,2257.90,89940421,80655237120.00,2.34,-1.39,-32.00,0.23
256,2012-01-19,2266.08,2296.07,2305.71,2259.34,72498862,63886737664.00,2.05,1.31,29.69,0.19
257,2012-01-20,2300.50,2319.12,2322.89,2293.89,69922752,62906415616.00,1.26,1.00,23.05,0.18
258,2012-01-30,2324.49,2285.04,2324.49,2284.29,58413688,51868459264.00,1.73,-1.47,-34.08,0.15
259,2012-01-31,2285.95,2292.61,2296.38,2277.05,48738324,43777519872.00,0.85,0.33,7.57,0.13
260,2012-02-01,2288.07,2268.08,2305.86,2263.34,53553810,48554972416.00,1.85,-1.07,-24.53,0.14
261,2012-02-02,2273.85,2312.56,2312.56,2268.69,63471872,57682360320.00,1.93,1.96,44.48,0.16
262,2012-02-03,2306.66,2330.41,2336.27,2300.98,78943698,70249340928.00,1.53,0.77,17.85,0.20
263,2012-02-06,2334.25,2331.14,2341.57,2317.42,75734477,67305626624.00,1.04,0.03,0.73,0.19
264,2012-02-07,2319.42,2291.90,2319.71,2278.82,67326904,58091080448.00,1.75,-1.68,-39.24,0.17
265,2012-02-08,2291.81,2347.53,2350.97,2286.82,87114527,80885698560.00,2.80,2.43,55.63,0.22
266,2012-02-09,2344.22,2349.59,2363.61,2333.93,98032325,89658695680.00,1.26,0.09,2.06,0.25
267,2012-02-10,2342.01,2351.98,2368.98,2339.88,96501619,82222469120.00,1.24,0.10,2.39,0.25
268,2012-02-13,2332.05,2351.85,2365.34,2325.03,86263585,77715390464.00,1.71,-0.01,-0.13,0.22
269,2012-02-14,2348.88,2344.77,2352.47,2332.25,73130414,66294933760.00,0.86,-0.30,-7.08,0.19
270,2012-02-15,2340.46,2366.70,2374.28,2335.10,98861020,87632871424.00,1.67,0.94,21.93,0.25
271,2012-02-16,2363.90,2356.86,2373.80,2342.07,95051169,83758448640.00,1.34,-0.42,-9.84,0.24
272,2012-02-17,2366.63,2357.18,2372.51,2344.76,71924838,65121696768.00,1.18,0.01,0.32,0.18
273,2012-02-20,2383.69,2363.60,2388.01,2362.01,88911585,82306945024.00,1.10,0.27,6.42,0.23
274,2012-02-21,2365.49,2381.43,2382.15,2345.05,79348669,74538520576.00,1.57,0.75,17.83,0.20
275,2012-02-22,2380.50,2403.59,2404.44,2374.03,118684268,109092241408.00,1.28,0.93,22.16,0.31
276,2012-02-23,2401.74,2409.55,2416.80,2396.71,112553592,105469685760.00,0.84,0.25,5.96,0.29
277,2012-02-24,2410.88,2439.63,2439.98,2405.27,134903247,121550204928.00,1.44,1.25,30.08,0.35
278,2012-02-27,2447.41,2447.06,2478.38,2444.63,158073244,144685592576.00,1.38,0.30,7.43,0.41
279,2012-02-28,2440.91,2451.86,2458.65,2431.83,118361992,107000287232.00,1.10,0.20,4.80,0.30
280,2012-02-29,2446.23,2428.49,2453.07,2426.33,95536952,91908382720.00,1.09,-0.95,-23.37,0.25
281,2012-03-01,2418.79,2426.11,2437.87,2418.33,75083290,71067885568.00,0.80,-0.10,-2.38,0.19
282,2012-03-02,2430.10,2460.69,2461.12,2430.10,103228378,96453865472.00,1.28,1.43,34.58,0.27
283,2012-03-05,2464.85,2445.00,2469.84,2442.11,112693327,107604373504.00,1.13,-0.64,-15.69,0.29
284,2012-03-06,2439.78,2410.45,2442.00,2406.05,103709010,100674334720.00,1.47,-1.41,-34.55,0.27
285,2012-03-07,2391.20,2394.79,2413.70,2388.52,94790636,91730685952.00,1.04,-0.65,-15.66,0.24
286,2012-03-08,2401.10,2420.28,2426.70,2401.10,96782134,93410828288.00,1.07,1.06,25.49,0.25
287,2012-03-09,2425.89,2439.46,2440.51,2414.97,100624056,100411482112.00,1.06,0.79,19.18,0.26
288,2012-03-12,2438.55,2434.86,2440.86,2420.84,106223058,108158111744.00,0.82,-0.19,-4.60,0.27
289,2012-03-13,2432.84,2455.79,2457.22,2428.61,104649713,102576930816.00,1.18,0.86,20.93,0.27
290,2012-03-14,2464.92,2391.23,2476.22,2382.83,179786030,170736656384.00,3.80,-2.63,-64.56,0.46
291,2012-03-15,2388.06,2373.77,2403.74,2366.02,120025498,112260878336.00,1.58,-0.73,-17.46,0.31
292,2012-03-16,2377.76,2404.74,2406.15,2368.31,103675620,102406004736.00,1.59,1.30,30.97,0.27
293,2012-03-19,2401.22,2410.18,2412.33,2383.67,102153490,102981668864.00,1.19,0.23,5.44,0.26
294,2012-03-20,2407.54,2376.84,2407.54,2376.03,97903936,94620913664.00,1.31,-1.38,-33.34,0.25
295,2012-03-21,2384.71,2378.20,2396.72,2361.22,95686538,94949638144.00,1.49,0.06,1.36,0.25
296,2012-03-22,2376.99,2375.77,2386.10,2364.13,79348879,76900868096.00,0.92,-0.10,-2.43,0.20
297,2012-03-23,2369.08,2349.54,2371.26,2342.12,76862139,74138714112.00,1.23,-1.10,-26.23,0.20
298,2012-03-26,2349.08,2350.60,2358.00,2339.14,55427732,54051832832.00,0.80,0.05,1.06,0.14
299,2012-03-27,2358.54,2347.18,2363.77,2344.30,60881116,65159971584.00,0.83,-0.15,-3.42,0.16
300,2012-03-28,2341.00,2284.88,2341.42,2281.43,83645284,78231138304.00,2.56,-2.65,-62.30,0.22
301,2012-03-29,2276.74,2252.16,2280.96,2242.34,74248082,68018095616.00,1.69,-1.43,-32.72,0.19
302,2012-03-30,2256.04,2262.79,2266.21,2246.24,62024146,55962029824.00,0.89,0.47,10.63,0.16
303,2012-04-05,2258.03,2302.24,2303.82,2251.39,80101455,74602340352.00,2.32,1.74,39.45,0.21
304,2012-04-06,2299.05,2306.55,2309.64,2291.56,72136522,68863352832.00,0.79,0.19,4.31,0.19
305,2012-04-09,2300.05,2285.78,2304.65,2284.44,59760640,55129724416.00,0.88,-0.90,-20.77,0.15
306,2012-04-10,2281.02,2305.86,2306.39,2258.85,67345526,63133960704.00,2.08,0.88,20.08,0.17
307,2012-04-11,2286.72,2308.93,2319.05,2280.03,75130068,67516503040.00,1.69,0.13,3.07,0.19
308,2012-04-12,2310.48,2350.86,2351.05,2307.84,97687895,87315828736.00,1.87,1.82,41.93,0.25
309,2012-04-13,2351.51,2359.16,2369.70,2346.94,98774413,92321435648.00,0.97,0.35,8.30,0.25
310,2012-04-16,2346.31,2357.03,2364.11,2342.20,85322683,73752834048.00,0.93,-0.09,-2.13,0.22
311,2012-04-17,2355.37,2334.99,2363.01,2333.34,84688445,72470716416.00,1.26,-0.94,-22.04,0.22
312,2012-04-18,2341.14,2380.85,2383.64,2337.86,108612544,93123039232.00,1.96,1.96,45.86,0.28
313,2012-04-19,2378.63,2378.63,2386.98,2369.46,94272420,89960919040.00,0.74,-0.09,-2.22,0.24
314,2012-04-20,2374.66,2406.86,2407.29,2372.13,115522063,101772111872.00,1.48,1.19,28.23,0.30
315,2012-04-23,2403.52,2388.59,2411.51,2383.07,122907556,109412433920.00,1.18,-0.76,-18.27,0.32
316,2012-04-24,2380.24,2388.83,2415.75,2350.40,133722355,117494693888.00,2.74,0.01,0.24,0.34
317,2012-04-25,2382.21,2406.81,2411.42,2376.62,130972867,113070084096.00,1.46,0.75,17.98,0.34
318,2012-04-26,2408.56,2404.70,2414.75,2393.26,115529587,104823226368.00,0.89,-0.09,-2.11,0.30
319,2012-04-27,2402.43,2396.32,2408.42,2393.87,91228349,84016070656.00,0.61,-0.35,-8.38,0.23
320,2012-05-02,2421.08,2438.44,2446.35,2407.79,128006006,123975245824.00,1.61,1.76,42.12,0.33
321,2012-05-03,2433.59,2440.08,2441.95,2427.73,102248492,102185836544.00,0.58,0.07,1.64,0.26
322,2012-05-04,2437.46,2452.01,2453.73,2427.97,102204869,102378295296.00,1.06,0.49,11.93,0.26
323,2012-05-07,2441.76,2451.95,2451.95,2432.74,108830106,111395000320.00,0.78,0.00,-0.06,0.28
324,2012-05-08,2451.57,2448.88,2451.60,2431.02,104855537,104969662464.00,0.84,-0.13,-3.07,0.27
325,2012-05-09,2432.47,2408.59,2432.47,2407.51,97902213,99521224704.00,1.02,-1.65,-40.29,0.25
326,2012-05-10,2409.95,2410.23,2419.12,2402.20,81698470,81054863360.00,0.70,0.07,1.64,0.21
327,2012-05-11,2406.07,2394.98,2415.98,2393.38,74863995,75815759872.00,0.94,-0.63,-15.25,0.19
328,2012-05-14,2408.26,2380.73,2411.27,2377.98,90526339,89364340736.00,1.39,-0.59,-14.25,0.23
329,2012-05-15,2367.08,2374.84,2376.59,2354.61,77922916,77334728704.00,0.92,-0.25,-5.89,0.20
330,2012-05-16,2369.29,2346.19,2372.03,2344.50,76733829,74181726208.00,1.16,-1.21,-28.65,0.20
331,2012-05-17,2347.18,2378.89,2383.30,2342.35,86870029,81458438144.00,1.75,1.39,32.70,0.22
332,2012-05-18,2364.90,2344.52,2369.60,2338.24,89689418,78956445696.00,1.32,-1.44,-34.37,0.23
333,2012-05-21,2343.57,2348.30,2360.39,2330.32,74840340,70052966400.00,1.28,0.16,3.78,0.19
334,2012-05-22,2355.73,2373.31,2374.06,2354.87,76779781,75374526464.00,0.82,1.07,25.01,0.20
335,2012-05-23,2369.26,2363.44,2378.08,2350.55,84216581,84886659072.00,1.16,-0.42,-9.87,0.22
336,2012-05-24,2359.68,2350.97,2373.06,2344.58,79206804,76840603648.00,1.21,-0.53,-12.47,0.20
337,2012-05-25,2350.54,2333.55,2355.81,2327.41,74019251,68024547840.00,1.21,-0.74,-17.42,0.19
338,2012-05-28,2325.32,2361.37,2361.74,2309.07,94962104,86735892480.00,2.26,1.19,27.82,0.24
339,2012-05-29,2361.00,2389.64,2393.28,2358.37,117157724,111363645440.00,1.48,1.20,28.27,0.30
340,2012-05-30,2385.39,2384.67,2391.69,2378.13,89809792,84828401664.00,0.57,-0.21,-4.97,0.23
341,2012-05-31,2370.01,2372.23,2382.99,2362.31,77890227,75383459840.00,0.87,-0.52,-12.44,0.20
342,2012-06-01,2373.22,2373.44,2388.09,2365.44,77021924,77078142976.00,0.95,0.05,1.21,0.20
343,2012-06-04,2346.98,2308.55,2348.20,2308.23,90179346,86903300096.00,1.68,-2.73,-64.89,0.23
344,2012-06-05,2313.74,2311.92,2323.30,2304.05,66078528,64099737600.00,0.83,0.15,3.37,0.17
345,2012-06-06,2315.56,2309.55,2323.11,2301.03,58532027,58562081280.00,0.96,-0.10,-2.37,0.15
346,2012-06-07,2324.67,2293.13,2328.67,2288.67,60232049,59646400512.00,1.73,-0.71,-16.42,0.15
347,2012-06-08,2306.22,2281.45,2306.88,2276.71,67924641,63755911168.00,1.32,-0.51,-11.68,0.17
348,2012-06-11,2282.89,2305.86,2311.77,2278.16,64197967,60177220352.00,1.47,1.07,24.41,0.17
349,2012-06-12,2295.07,2289.79,2298.95,2280.95,59941983,55298586624.00,0.78,-0.70,-16.07,0.15
350,2012-06-13,2289.71,2318.92,2319.71,2284.65,78454349,73945583616.00,1.53,1.27,29.13,0.20
351,2012-06-14,2306.78,2295.95,2314.58,2293.06,71633720,68928753664.00,0.93,-0.99,-22.97,0.18
352,2012-06-15,2299.78,2306.85,2314.24,2283.40,68687580,67855915008.00,1.34,0.47,10.90,0.18
353,2012-06-18,2313.53,2316.05,2325.05,2309.71,60594621,60309396224.00,0.66,0.40,9.20,0.16
354,2012-06-19,2313.45,2300.79,2313.45,2298.39,60135905,57869602304.00,0.65,-0.66,-15.26,0.15
355,2012-06-20,2300.41,2292.88,2304.46,2291.54,54103954,50568121856.00,0.56,-0.34,-7.91,0.14
356,2012-06-21,2288.45,2260.88,2288.45,2253.79,58992013,54696856320.00,1.51,-1.40,-32.00,0.15
357,2012-06-25,2253.51,2224.11,2253.51,2223.05,59768952,54809336064.00,1.35,-1.63,-36.77,0.15
358,2012-06-26,2214.65,2222.07,2229.24,2203.94,52940797,47281397760.00,1.14,-0.09,-2.04,0.14
359,2012-06-27,2219.94,2216.93,2233.54,2213.32,51049126,45220313856.00,0.91,-0.23,-5.14,0.13
360,2012-06-28,2220.24,2195.84,2224.16,2195.35,54182182,50299744768.00,1.30,-0.95,-21.09,0.14
361,2012-06-29,2190.58,2225.43,2226.49,2188.72,61441884,55964660480.00,1.72,1.35,29.59,0.16
362,2012-07-02,2234.32,2226.11,2234.87,2215.36,62196206,60638957824.00,0.88,0.03,0.68,0.16
363,2012-07-03,2225.57,2229.19,2244.83,2219.05,62703022,60441034752.00,1.16,0.14,3.08,0.16
364,2012-07-04,2233.33,2227.31,2239.27,2219.45,55273656,52367380224.00,0.89,-0.08,-1.88,0.14
365,2012-07-05,2218.22,2201.35,2218.22,2192.65,57967933,52088149248.00,1.15,-1.17,-25.96,0.15
366,2012-07-06,2203.73,2223.58,2227.47,2185.52,76557916,70766411776.00,1.91,1.01,22.23,0.20
367,2012-07-09,2210.71,2170.81,2216.70,2168.61,75111470,69313224704.00,2.16,-2.37,-52.77,0.19
368,2012-07-10,2166.95,2164.44,2178.19,2156.73,58993971,53225562112.00,0.99,-0.29,-6.37,0.15
369,2012-07-11,2160.02,2175.38,2176.49,2156.60,58614472,53413031936.00,0.92,0.51,10.94,0.15
370,2012-07-12,2172.06,2185.49,2197.04,2152.67,82133763,79627358208.00,2.04,0.46,10.11,0.21
371,2012-07-13,2180.17,2185.90,2198.66,2177.92,57546839,56114765568.00,0.95,0.02,0.41,0.15
372,2012-07-16,2187.89,2147.96,2188.06,2146.15,67487680,62714720000.00,1.92,-1.74,-37.94,0.17
373,2012-07-17,2142.43,2161.19,2165.33,2141.48,55184407,52050624768.00,1.11,0.62,13.23,0.14
374,2012-07-18,2159.86,2169.10,2170.30,2138.79,66552658,59282117120.00,1.46,0.37,7.91,0.17
375,2012-07-19,2164.27,2184.84,2197.79,2159.94,79338048,68350742528.00,1.74,0.73,15.74,0.20
376,2012-07-20,2180.01,2168.64,2185.73,2162.06,64346673,54549967104.00,1.08,-0.74,-16.20,0.17
377,2012-07-23,2154.17,2141.40,2154.17,2135.56,55677082,47984498176.00,0.86,-1.26,-27.24,0.14
378,2012-07-24,2132.32,2146.59,2158.95,2131.01,54411284,46650467072.00,1.30,0.24,5.19,0.14
379,2012-07-25,2141.04,2136.15,2151.45,2132.83,48575895,41112394752.00,0.87,-0.49,-10.44,0.12
380,2012-07-26,2134.99,2126.00,2147.66,2124.16,52884076,44906166016.00,1.10,-0.48,-10.15,0.14
381,2012-07-27,2132.01,2128.76,2139.15,2120.63,52076920,46680224000.00,0.87,0.13,2.76,0.13
382,2012-07-30,2128.16,2109.91,2137.74,2107.63,51992381,42406106624.00,1.41,-0.89,-18.85,0.13
383,2012-07-31,2109.32,2103.63,2116.90,2100.25,53456097,43470814464.00,0.79,-0.30,-6.28,0.14
384,2012-08-01,2101.72,2123.36,2130.71,2101.71,53804603,44407565312.00,1.38,0.94,19.73,0.14
385,2012-08-02,2120.15,2111.18,2126.46,2103.50,53467538,41781302272.00,1.08,-0.57,-12.18,0.14
386,2012-08-03,2113.96,2132.80,2133.27,2108.33,53371328,43755341312.00,1.18,1.02,21.62,0.14
387,2012-08-06,2129.15,2154.92,2158.68,2127.26,71843205,61162418944.00,1.47,1.04,22.12,0.18
388,2012-08-07,2153.09,2157.62,2159.68,2148.90,75049797,61939172352.00,0.50,0.13,2.70,0.19
389,2012-08-08,2158.98,2160.99,2168.73,2153.02,72869537,62324848128.00,0.73,0.16,3.37,0.19
390,2012-08-09,2159.43,2174.10,2175.54,2148.69,72529244,65269645568.00,1.24,0.61,13.11,0.19
391,2012-08-10,2172.96,2168.81,2176.79,2165.28,68368558,60929040640.00,0.53,-0.24,-5.29,0.18
392,2012-08-13,2164.04,2136.08,2164.04,2134.55,71352323,63097889024.00,1.36,-1.51,-32.73,0.18
393,2012-08-14,2137.05,2142.52,2144.01,2119.25,67571589,59676955648.00,1.16,0.30,6.44,0.17
394,2012-08-15,2138.28,2118.95,2139.14,2118.50,54609393,45974551808.00,0.96,-1.10,-23.57,0.14
395,2012-08-16,2116.08,2112.20,2122.68,2109.66,45173010,38983892736.00,0.61,-0.32,-6.75,0.12
396,2012-08-17,2111.65,2114.89,2120.71,2100.79,44390633,39157482496.00,0.94,0.13,2.69,0.11
397,2012-08-20,2102.23,2106.96,2110.78,2089.02,46717499,39258125568.00,1.03,-0.37,-7.93,0.12
398,2012-08-21,2106.38,2118.27,2124.20,2103.07,60756506,51476983808.00,1.00,0.54,11.31,0.16
399,2012-08-22,2118.88,2107.71,2121.15,2097.60,58441413,48951229952.00,1.11,-0.50,-10.56,0.15
400,2012-08-23,2106.96,2113.07,2118.74,2097.08,58472300,50332396288.00,1.03,0.25,5.36,0.15
401,2012-08-24,2108.36,2092.10,2109.82,2089.22,60178947,49673672960.00,0.97,-0.99,-20.97,0.15
402,2012-08-27,2085.37,2055.71,2085.37,2055.38,60314834,47863250944.00,1.43,-1.74,-36.39,0.16
403,2012-08-28,2054.97,2073.15,2083.96,2052.49,54422103,42097863936.00,1.53,0.85,17.44,0.14
404,2012-08-29,2066.82,2053.24,2073.95,2051.77,52209807,41622140160.00,1.07,-0.96,-19.91,0.13
405,2012-08-30,2044.03,2052.58,2060.19,2032.54,61963791,50764221696.00,1.35,-0.03,-0.66,0.16
406,2012-08-31,2046.29,2047.52,2059.30,2044.65,46143903,35269787904.00,0.71,-0.25,-5.06,0.12
407,2012-09-03,2044.82,2059.15,2066.78,2041.16,60635497,47911475456.00,1.25,0.57,11.63,0.16
408,2012-09-04,2060.61,2043.65,2063.82,2039.27,57462182,47574484992.00,1.19,-0.75,-15.50,0.15
409,2012-09-05,2038.87,2037.68,2048.32,2029.05,57649802,44886467584.00,0.94,-0.29,-5.97,0.15
410,2012-09-06,2040.67,2051.92,2052.95,2036.37,56091817,42728537088.00,0.81,0.70,14.24,0.14
411,2012-09-07,2062.99,2127.76,2145.00,2062.99,139932623,111136694272.00,4.00,3.70,75.84,0.36
412,2012-09-10,2128.06,2134.89,2140.17,2120.49,103580027,86110736384.00,0.92,0.34,7.13,0.27
413,2012-09-11,2127.52,2120.55,2127.52,2107.22,80426637,65762864384.00,0.95,-0.67,-14.34,0.21
414,2012-09-12,2129.69,2126.55,2137.89,2109.14,84114742,69157408768.00,1.36,0.28,6.00,0.22
415,2012-09-13,2123.84,2110.38,2130.08,2110.00,79044972,64590831360.00,0.94,-0.76,-16.17,0.20
416,2012-09-14,2127.39,2123.85,2136.23,2111.12,91248271,76179406848.00,1.19,0.64,13.47,0.23
417,2012-09-17,2120.62,2078.50,2121.58,2077.48,76392233,62461134336.00,2.08,-2.14,-45.35,0.20
418,2012-09-18,2069.34,2059.54,2074.76,2053.66,53794849,43632379904.00,1.02,-0.91,-18.96,0.14
419,2012-09-19,2061.06,2067.83,2069.95,2055.20,52243630,43550876160.00,0.72,0.40,8.29,0.13
420,2012-09-20,2060.31,2024.84,2060.31,2023.08,67482657,53959070976.00,1.80,-2.08,-42.99,0.17
421,2012-09-21,2020.55,2026.69,2041.95,2018.26,60289454,47695123456.00,1.17,0.09,1.85,0.16
422,2012-09-24,2015.77,2033.19,2040.85,2005.26,57637778,45575601408.00,1.76,0.32,6.50,0.15
423,2012-09-25,2028.63,2029.29,2039.10,2021.81,48219407,38445162496.00,0.85,-0.19,-3.90,0.12
424,2012-09-26,2027.85,2004.17,2033.04,1999.48,50400827,38415066368.00,1.65,-1.24,-25.12,0.13
425,2012-09-27,2003.10,2056.32,2068.07,2002.32,76691456,60338935808.00,3.28,2.60,52.15,0.20
426,2012-09-28,2042.89,2086.17,2089.63,2040.35,79448952,64802323456.00,2.40,1.45,29.85,0.20
427,2012-10-08,2084.85,2074.42,2096.26,2063.09,55131612,44793732352.00,1.59,-0.56,-11.75,0.14
428,2012-10-09,2081.59,2115.23,2119.34,2081.59,84563786,67520373248.00,1.82,1.97,40.81,0.22
429,2012-10-10,2111.59,2119.94,2121.99,2102.53,78912033,60531573760.00,0.92,0.22,4.71,0.20
430,2012-10-11,2114.23,2102.87,2117.84,2101.14,74497029,56744435968.00,0.79,-0.81,-17.07,0.19
431,2012-10-12,2109.07,2104.93,2127.31,2092.51,68262971,51434044928.00,1.65,0.10,2.06,0.18
432,2012-10-15,2105.02,2098.70,2107.20,2085.11,53940751,42308632832.00,1.05,-0.30,-6.23,0.14
433,2012-10-16,2097.05,2098.81,2111.78,2089.69,57818437,47242197248.00,1.05,0.01,0.11,0.15
434,2012-10-17,2104.28,2105.62,2113.16,2088.04,59874063,47070596352.00,1.20,0.32,6.81,0.15
435,2012-10-18,2108.50,2131.69,2137.69,2107.49,87191091,65711759616.00,1.43,1.24,26.07,0.22
436,2012-10-19,2129.82,2128.30,2136.87,2125.74,67641280,50605600256.00,0.52,-0.16,-3.39,0.17
437,2012-10-22,2118.52,2132.76,2138.03,2112.75,60117220,47534435072.00,1.19,0.21,4.46,0.15
438,2012-10-23,2132.11,2114.45,2136.22,2111.92,72683807,54013091584.00,1.14,-0.86,-18.31,0.19
439,2012-10-24,2106.83,2115.99,2124.00,2104.67,72886618,49728088832.00,0.91,0.07,1.54,0.19
440,2012-10-25,2114.76,2101.58,2128.74,2100.61,85393108,55690216704.00,1.33,-0.68,-14.41,0.22
441,2012-10-26,2100.10,2066.21,2102.16,2058.06,78606436,54248873728.00,2.10,-1.68,-35.37,0.20
442,2012-10-29,2061.85,2058.94,2068.24,2053.09,53635008,39078110976.00,0.73,-0.35,-7.27,0.14
443,2012-10-30,2059.20,2062.35,2075.91,2054.26,60569093,42767334912.00,1.05,0.17,3.41,0.16
444,2012-10-31,2061.12,2068.88,2070.48,2053.58,59527235,43159088640.00,0.82,0.32,6.53,0.15
445,2012-11-01,2070.02,2104.43,2109.50,2069.95,82886669,62606643968.00,1.91,1.72,35.55,0.21
446,2012-11-02,2105.45,2117.05,2119.22,2096.53,76557220,55869885440.00,1.08,0.60,12.62,0.20
447,2012-11-05,2113.33,2114.03,2123.33,2104.58,71538762,53222131968.00,0.89,-0.14,-3.02,0.18
448,2012-11-06,2113.66,2106.00,2114.79,2078.47,71343849,53697998848.00,1.72,-0.38,-8.03,0.18
449,2012-11-07,2102.42,2105.73,2112.63,2093.29,59380127,47163781120.00,0.92,-0.01,-0.27,0.15
450,2012-11-08,2091.25,2071.51,2092.56,2070.65,66594560,49276099840.00,1.04,-1.63,-34.22,0.17
451,2012-11-09,2066.50,2069.07,2077.23,2062.42,54223460,39065354496.00,0.71,-0.12,-2.44,0.14
452,2012-11-12,2069.21,2079.27,2079.57,2061.84,56694856,42083753216.00,0.86,0.49,10.20,0.15
453,2012-11-13,2078.13,2047.89,2078.13,2044.04,61087293,44605159168.00,1.64,-1.51,-31.38,0.16
454,2012-11-14,2047.26,2055.42,2056.49,2040.17,48093000,35883690752.00,0.80,0.37,7.53,0.12
455,2012-11-15,2045.46,2030.29,2053.56,2029.87,50556856,37082797824.00,1.15,-1.22,-25.13,0.13
456,2012-11-16,2026.56,2014.72,2028.69,2001.71,49581681,36821292800.00,1.33,-0.77,-15.57,0.13
457,2012-11-19,2013.25,2016.98,2018.38,1995.72,45327017,36090720256.00,1.12,0.11,2.26,0.12
458,2012-11-20,2020.43,2008.92,2023.61,2004.17,42580635,33372963584.00,0.96,-0.40,-8.06,0.11
459,2012-11-21,2008.21,2030.32,2031.15,1995.17,53282020,39658621440.00,1.79,1.07,21.40,0.14
460,2012-11-22,2021.21,2015.61,2023.08,2009.72,45577848,33727414016.00,0.66,-0.72,-14.71,0.12
461,2012-11-23,2020.02,2027.38,2034.88,2017.00,51551468,38278377984.00,0.89,0.58,11.77,0.13
462,2012-11-26,2023.34,2017.46,2027.27,2014.03,44779551,33110722048.00,0.65,-0.49,-9.92,0.12
463,2012-11-27,2012.07,1991.17,2014.21,1990.34,56627423,39089182720.00,1.18,-1.30,-26.29,0.15
464,2012-11-28,1984.48,1973.52,1984.86,1968.21,50505587,34492569600.00,0.84,-0.89,-17.65,0.13
465,2012-11-29,1972.93,1963.49,1980.56,1961.82,49540088,33179657984.00,0.95,-0.51,-10.03,0.13
466,2012-11-30,1961.81,1980.12,1983.42,1959.33,56893414,37739106816.00,1.23,0.85,16.63,0.15
467,2012-12-03,1977.25,1959.77,1988.19,1957.88,61653376,43027553536.00,1.53,-1.03,-20.35,0.16
468,2012-12-04,1956.62,1975.14,1980.12,1949.46,62378122,43054547456.00,1.56,0.78,15.37,0.16
469,2012-12-05,1973.11,2031.91,2040.60,1970.20,119973041,85475971072.00,3.56,2.87,56.77,0.31
470,2012-12-06,2029.56,2029.24,2036.61,2018.38,81459218,58452526336.00,0.90,-0.13,-2.67,0.21
471,2012-12-07,2028.77,2061.79,2065.75,2023.96,115157289,82158977024.00,2.06,1.60,32.55,0.30
472,2012-12-10,2067.32,2083.77,2087.01,2064.61,115383224,81469435904.00,1.09,1.07,21.98,0.30
473,2012-12-11,2077.56,2074.70,2088.64,2070.19,93370829,67930370560.00,0.89,-0.44,-9.07,0.24
474,2012-12-12,2073.27,2082.73,2085.93,2066.39,78559140,57115139840.00,0.94,0.39,8.03,0.20
475,2012-12-13,2077.42,2061.48,2081.36,2059.47,72272323,52179639552.00,1.05,-1.02,-21.25,0.19
476,2012-12-14,2062.69,2150.62,2152.50,2062.54,160873812,117707100160.00,4.36,4.32,89.14,0.41
477,2012-12-17,2152.10,2160.34,2169.57,2151.94,144242217,110556700672.00,0.82,0.45,9.72,0.37
478,2012-12-18,2155.86,2162.46,2183.71,2144.73,126099466,99028893696.00,1.80,0.10,2.12,0.32
479,2012-12-19,2158.67,2162.24,2175.40,2154.29,94391521,75813179392.00,0.98,-0.01,-0.22,0.24
480,2012-12-20,2156.19,2168.35,2174.82,2142.95,99384184,80073490432.00,1.47,0.28,6.11,0.26
481,2012-12-21,2169.57,2153.31,2190.40,2148.17,103372872,84574355456.00,1.95,-0.69,-15.04,0.27
482,2012-12-24,2150.65,2159.05,2170.39,2149.82,78469665,67970651904.00,0.96,0.27,5.74,0.20
483,2012-12-25,2154.32,2213.61,2220.26,2146.86,143327708,114873958400.00,3.40,2.53,54.56,0.37
