lossֵ
3.716280
0.689337
0.324526
0.527001
0.473742
0.406299
0.393330
0.420338
0.393925
0.363784
0.228722
0.318733
0.448940
1.460778
0.188529
0.176152
1.390916
0.155347
0.124286
0.948750
0.131594
0.494434
0.415902
0.119928
0.196274
0.948169
0.143693
0.102598
0.695297
0.124113
0.206774
0.316651
0.141204
0.467574
0.100499
0.500833
0.093618
0.210737
0.309225
0.092062
0.448809
0.087369
0.338797
0.113160
0.109615
0.380294
0.083304
0.367288
0.075746
0.244617
0.180122
0.072337
0.380119
0.073567
0.233597
0.212360
0.067867
0.386032
0.068220
0.122496
0.245797
0.097615
0.256115
0.068400
0.292743
0.060624
0.284287
0.058593
0.270543
0.060760
0.245922
0.071796
0.228510
0.099900
0.193963
0.151567
0.143544
0.194870
0.092430
0.218876
0.064040
0.222687
0.059973
0.212977
0.069262
0.197750
0.123556
0.137844
0.175966
0.092342
0.195813
0.062097
0.198407
0.072053
0.178392
0.126164
0.118487
0.179867
0.067253
0.187195
0.070898
0.171072
0.115546
0.120495
0.158596
0.088264
0.154772
0.113272
0.125031
0.141971
0.097225
0.145647
0.112819
0.119358
0.138044
0.105324
0.132024
0.122671
0.107585
0.137442
0.104366
0.126761
0.119971
0.111082
0.122962
0.115892
0.113747
0.120770
0.114488
0.113964
0.117196
0.110477
0.117522
0.112603
0.112433
0.112426
0.115894
0.109370
0.110273
0.112033
0.108369
0.114382
0.107661
0.109621
0.108764
0.108822
0.107734
0.108094
0.109526
0.103155
0.111567
0.105073
0.106153
0.105302
0.106205
0.103755
0.109001
0.097540
0.111574
0.097911
0.107128
0.098707
0.106242
0.099721
0.105501
0.097567
0.102402
0.099566
0.101261
0.099256
0.101256
0.099473
0.098242
0.099807
0.097906
0.100787
0.097106
0.097904
0.098990
0.095684
0.097964
0.096351
0.097837
0.093326
0.099588
0.091838
0.098724
0.093596
0.093954
0.094735
0.094287
0.093571
0.096302
0.088933
0.096626
0.089098
0.096665
0.089095
0.092110
0.092999
0.088340
0.093616
0.088824
0.089798
0.091996
0.086522
0.092933
0.087000
0.089954
0.085567
0.092864
0.083927
0.089381
0.085575
0.088889
0.084578
0.084720
0.090608
0.083346
0.084375
0.086629
0.085641
0.085255
0.083582
0.081537
0.085509
0.082355
0.084297
0.082167
0.082617
0.081564
0.084129
0.079453
0.080184
0.084695
0.079319
0.078802
0.083401
0.077691
0.081042
0.079318
0.077047
0.082847
0.075409
0.078293
0.079877
0.075632
0.076589
0.080780
0.075270
0.075961
0.077379
0.074224
0.079402
0.075497
0.071784
0.079235
0.073420
0.073952
0.077700
0.069846
0.077214
0.073026
0.068987
0.082051
0.067188
0.072170
0.074728
0.071626
0.071252
0.073260
0.069042
0.069405
0.078052
0.065319
0.070418
0.072786
0.068297
0.070603
0.070765
0.067067
0.066977
0.077166
0.061913
0.069858
0.067310
0.069038
0.067258
0.067424
0.067480
0.067594
0.065721
0.065840
0.072420
0.061649
0.066227
0.062159
0.074958
0.057868
0.070073
